Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Colleen Irish Travel,https://colleenirishtravel.com/,353879000000,-9.0567905,53.270668,Galway,Galway City,Republic of Ireland,"Covid Safety Charter,Activity Operator,Tour"
Healy Tours,http://www.healybus.com,+353(0)91770066,-9.02211,53.303529,Galway,Castlegar,Republic of Ireland,"Activity Operator,Tour"
Murphy’s Harley-Davidson,http://harley.ie,35315160643,-6.263754,53.344785,Dublin,Dublin,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
An Siopa at The Mills,http://www.millsinn.ie/craft-shop-cork-hampers-food-homebaking-gifts,3532645237,-9.1706322,51.9456574,Cork,Ballyvourney,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Bridgie Terries,https://www.facebook.com/bridgieterries,35351291324,-7.5619317,52.1245194,Waterford,Dungarvan,Ireland,"Food and Drink,Restaurant,Seafood"
The Cross Guns Gastropub,https://thecrossguns.com,353469000000,-6.7371317,53.7916655,Meath,Butlerstown,Republic of Ireland,"Food and Drink,Restaurant,Cafe,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
Victorian Tea Times,https://facebook.com/victorianteatimes,353894000000,-6.153070497,52.7981294,Wicklow,Arklow,Republic of Ireland,"Food and Drink,Restaurant"
Draiocht,http://www.draiocht.ie,+353(0)18852622,-6.391863,53.39098,Dublin,Blanchardstown,Republic of Ireland,"Venue,Comedy,Music,Cafe,Food and Drink,Pubs and Bar,Food Shops,Shopping"
The Keepers Arms,http://www.keepersarms.com/bar,353500000000,-7.676627,54.1205097,Cavan,Bawnboy,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Brendan J. Hynes Tours,https://brendanjhynes.com,353878000000,-9.0492276,53.2743394,Galway,Eyre Square,Ireland,"Covid Safety Charter,Walking,Activity Operator,Tour"
Ivy Rooms Snooker Club,https://www.facebook.com/IvyRooms/,+353(0)599137714,-6.943934045,52.84539388,Carlow,,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
BLOCK T,http://www.blockt.ie,+353(0)15351014,-6.2896327,53.3394913,Dublin,Dublin,Ireland,"Craft,Shopping,Learning,Activity Operator,Venue,Music,Cafe,Food and Drink"
Alex Restaurant,https://twitter.com/ConradDublin,+353(0)16028900,-6.257232,53.334945,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
mygolfsociety.ie,http://www.mygolfsociety.ie,353857000000,-6.684921,53.295553,Kildare,Clane,Republic of Ireland,"Golf,Activity Operator"
Sliabh Liag Boat Tours,http://www.sliabhleagueboattrips.com/,+353(0)876284688,-8.632111,54.623419,Donegal,Teelin,Ireland,"Activity Operator,Boat,Tour"
The Donegal Shop,http://www.thedonegalshop.com,35314754621,-6.262002,53.339967,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kerry Nature Trails,http://www.kerrynaturetrails.com,+353(0)646624577,-9.5025582,52.0577938,Kerry,Killarney,Ireland,Walking
O'Connor's Seafood Restaurant,https://www.oconnorseafood.com/,3532755664,-9.453613,51.680211,Cork,Bantry,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
Rolf's Country House Restaurant & Wine Bar,https://rolfscountryhouse.com/restaurant/,3532820289,-9.3684289,51.4792193,Cork,Baltimore,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Waterford Marina,http://www.waterfordcouncil.ie/departments/roads-parking/marinas.htm,+353(0)872384944,-7.106558,52.259892,Waterford,Waterford City,Republic of Ireland,"Cruising,Sailing,Activity Operator,Marina,Venue"
Specialty Golf Trips,http://www.specialtygolftrips.com,353526000000,-7.7207434,52.3742794,Tipperary,,Ireland,"Golf,Activity Operator,Tour"
Classic India,http://www.classicindia.ie,353719000000,-8.4734024,54.2700632,Sligo,,Ireland,"Food and Drink,Restaurant"
Brioche,http://www.brioche.ie,+353(0)14979163,-6.254514707,53.32500756,Dublin,Ranelagh,Ireland,"Food and Drink,Restaurant,Vegetarian"
S O'C Guiding Service,,+353(0)646631654,-9.575891175,52.07530167,Kerry,Aghadoe,Republic of Ireland,"Activity Operator,Tour"
Gourmet Parlour Coffee Shop -  Collooney,http://gourmetparlour.com,353862000000,-8.4715781,54.2723001,Sligo,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Wild Atlantic Charters,http://wildatlanticcharters.ie,+353(0)834658374,-9.606992975,53.83899122,Mayo,Westport,Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Activity Operator,Boat,Tour"
New Ross Three Sisters Marinas ,http://newrossmarina.com/,,-6.9461396,52.3948208,Wexford,New Ross,Ireland,"Sailing,Activity Operator,Marina,Venue"
The Ha'Penny Laugh,,+353(0)16770616,-6.263344,53.345871,Dublin,Dublin City Centre,Republic of Ireland,
Mullingar Cycle Hub,,,-7.337336983,53.52532354,Westmeath,,Ireland,Cycling
Killashee Spa,https://www.killasheehotel.com/spa.html,35345879277,-6.6768388,53.1906097,Kildare,Killashee,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Food and Drink,Restaurant,Activity Operator"
Irish Film Institute Cafe Bar,http://www.ifi.ie/cafebar,+353(0)16798712,-6.264943,53.344624,Dublin,Dublin City Centre,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Carol Smith Millinery,https://www.carolsmithhats.com,35340443101,-6.224878475,52.9720525,Wicklow,Rathdrum,Ireland,"Craft,Shopping,Learning,Activity Operator,Food Shops"
"North West, North and West Tours",,+353(0)719851692,-8.229476624,54.52620607,Donegal,Creevy,Republic of Ireland,"Walking,Activity Operator,Tour"
Fin McCool Surf School,http://www.finmccoolsurfschool.com,353720000000,-8.2094205,54.5536588,Donegal,Rossnowlagh,Ireland,"Surfing,Activity Operator"
Sam Maguire Passport Trail,http://www.visitdunmanway.com/sammaguirepassport.html,+353(0)872390849,-9.114077437,51.72161045,Cork,Dunmanway,Republic of Ireland,"Walking,Activity Operator,Tour"
Tramore Golf Club,http://www.tramoregolfclub.com,35351386170,-7.1709557,52.1558878,Waterford,Tramore,Ireland,"Golf Course,Golf,Activity Operator"
Wild Atlantic Tae,https://twitter.com/wildatlantictae?lang=en,353862000000,-7.6319416,55.2761314,Donegal,Letterkenny,Ireland,"Food and Drink,Restaurant,Cafe"
The Art Hand -  Art School,http://www.theArtHand.com,35351292919,-7.334564,52.13815,Waterford,Bunmahon,Ireland,"Craft,Shopping,Learning,Activity Operator"
McDermotts Bar and Restaurant,https://mcdermottspub.com,353657000000,-9.385132624,53.01628542,Clare,Roadford,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Broadford Ashford Walking Trails - Ashford to Broadford Way,https://www.facebook.com/pages/Broadford-Ashford-Walking-Trails/1415027422098847,,-9.059633,52.360564,Limerick,,Ireland,"Walking,Forest Park,Park and Forest Walk"
Kelly’s Pub,http://www.facebook.com/kellys.ashbourne/timeline,35318350173,-6.3975801,53.5115903,Meath,Milltown,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Leitrim Indoor Shooting and Archery,http://www.leitrimindoorshooting.com,353720000000,-8.0651118,53.990794,Leitrim,Leitrim,Ireland,Activity Operator
The Exchequer,http://www.theexchequer.ie,35316706787,-6.263909,53.343095,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Tierney Cycles & Fishing,https://www.facebook.com/TierneysCycles/,353657000000,-8.982198,52.84475,Clare,Ennis,Republic of Ireland,"Cycling,Bike Rental"
Moat Theatre,http://www.moattheatre.com,+353(0)45883030,-6.66422656,53.21857442,Kildare,Naas,Republic of Ireland,"Craft,Shopping,Venue,Comedy,Music,Activity Operator"
64 Wine,http://64wine.ie,+353(0)12805664,-6.123116772,53.28721528,Dublin,Glenageary,Ireland,"Food and Drink,Restaurant"
Loop Head Walking Tours,http://www.loopheadwalkingtours.ie,353868000000,-9.646629,52.68011,Clare,Kilkee,Ireland,"Walking,Activity Operator,Tour"
Caisleáin Oir Restaurant,http://www.donegalhotel.ie/restaurant,353750000000,-8.3252462,55.0208676,Donegal,Annagry,Ireland,"Food and Drink,Restaurant"
St. Kevins Bus Service,http://www.glendaloughbus.com,+353(0)12818119,-6.225996,53.065661,Wicklow,Roundwood,Republic of Ireland,"Transport,Coach,Road"
The Dungeon Bar,https://www.kinnittycastlehotel.com/dungeon-bar.html,353579000000,-7.6975013,53.1026067,Offaly,Birr,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ardkeen Quality Food Store,www.ardkeen.com,35351874620,-7.0821637,52.2462659,Waterford,Waterford City,Ireland,"Cooking,Cookery,Learning,Shopping,Shopping Centres and Department Store,Artisan,Food and Drink,Restaurant,Local Produce,Vegan,Vegetarian,Food Shops"
Eirebus Ltd,http://www.eirebus.ie,+353(0)18242626,-6.359778,53.414194,Dublin,Blanchardstown,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
Spiritual Tours in Ireland,http://spiritualtoursireland.com,+353(0)876422313,-8.917150632,53.79211986,Mayo,Knock,Republic of Ireland,"Activity Operator,Tour"
Citylink Travel Services,http://www.citylink.ie,+353(0)91564163,-9.041945,53.269708,Galway,Galway City,Republic of Ireland,"Transport,Coach,Road"
Camp and Curise Motor Homes,http://www.campandcruise.ie/,+353(0)18623860,-6.239370265,53.41125961,Dublin,,Ireland,"Transport,Coach,Road"
Basecamp Action Adventure Park,http://www.basecampadventurepark.ie,353879000000,-9.141270421,52.55122272,Limerick,Shanagolden,Republic of Ireland,Activity Operator
Fertha Bar and Restaurant,https://www.ferthabar.ie,353669000000,-10.2258253,51.9462555,Kerry,Cahersiveen,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Giant's Tour - Railtours Ireland First Class!,http://www.railtoursireland.com,+353(0)18560045,-6.250291,53.351003,Dublin,,Ireland,"Activity Operator,Tour"
Kinvara Farmers Market,https://www.facebook.com/kinvarafarmersmarket/,353868000000,-8.939782,53.139055,Galway,Kinvara,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
John Dooley PGA,http://www.johndooleypga.ie,353212000000,-8.386656,51.930062,Cork,Riverstown,Ireland,"Golf,Learning,Activity Operator"
Moore Abbey Wood,http://www.coillteoutdoors.ie/sites_and_trails/recreation_site_information/?rec_site=45&activity=22&no_cache=1,+353(0)578626307,-7.049864285,53.13431697,Kildare,Monasterevan,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
Black Head Looped Walk,,,-9.282518653,53.11340748,Clare,Fanore,Republic of Ireland,Walking
Liam Costigan Gold and Silversmith,https://www.liamcostigan.com/,353568000000,-7.2541519,52.6519972,Kilkenny,Kilkenny City,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
O'Reilly & Turpin,http://www.oreillyturpin.ie/,3539828151,-9.5230021,53.7985647,Mayo,Westport,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Montmartre,https://montmartrerestaurant.ie/,353719000000,-8.4743965,54.2679107,Sligo,,Ireland,"Food and Drink,Restaurant"
Keogh Tours,http://keoghtoursireland.com,+353(0)860437878,-6.258213235,53.35640756,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Rossmore Theatre,http://www.rossmoretheatre.com/,+353(0)868036945,-8.99079703,51.67055264,Cork,Clonakilty,Ireland,
FXB Grill at Ryans of Parkgate Street,http://www.fxbuckley.ie/contact-us/,+353(0)16776097,-6.293632,53.348172,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
River Spa at the Falls Hotel,https://www.fallshotel.ie/relax.html,353657000000,-9.2972969,52.9413929,Clare,Glencree,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Fitness and Leisure,Venue,Spa"
Kinsale Yacht Club Marina Blue Flag 2020,https://beachawards.ie/blue-flag/sites/,353215000000,-8.5195353,51.7015484,Cork,Kinsale,Ireland,"Restaurant,Sailing,Activity Operator,Marina,Venue,Food and Drink,Pubs and Bar"
The Shelbourne Hotel Horseshoe Bar,https://www.theshelbourne.com/dine-drink/the-horseshoe-bar,+353(0)16634500,-6.256063,53.339053,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Quadventure,http://www.quadventure.ie,353539000000,-6.7609004,52.4432011,Wexford,Clonroche,Ireland,"Covid Safety Charter,Activity Operator"
The Locke Bar,http://www.lockebar.com,35361413733,-8.6231786,52.6672302,Limerick,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Edgeworth Literary Trail,http://www.edgeworthstown.net,+353(0)436671801,-7.6072035,53.6910999,Longford,Edgeworthstown,Ireland,"Activity Operator,Tour"
Evergreen Healthfoods Moycullen,https://www.evergreen.ie,35391868580,-9.1811378,53.3370082,Galway,Moycullen,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Mullaghareirk - Rowls-Langford Loop,http://www.irishtrails.ie/Trail/Mullaghareirk---Rowls---Langford-loop/94/,,-8.899255638,52.13094335,Cork,,Ireland,Walking
The Mill Restaurant,http://www.blarneywoollenmillshotel.com/en/dining/,353214000000,-8.5647095,51.9331923,Cork,Blarney,Ireland,"Food and Drink,Restaurant"
Carlow Golf Club,https://www.carlowgolfclub.ie,353599000000,-6.893996,52.852429,Carlow,,Ireland,"Golf Course,Covid Safety Charter,Golf,Activity Operator"
Hartleys Brasserie,,+353(0)12806767,-6.134013,53.29477,Dublin,,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Woodstock Cafe,http://www.woodstockcafe.ie,+353(0)18300265,-6.272538935,53.36124301,Dublin,Phibsboro,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Michael Vignoles,https://www.michaelvignoles.com/,353868000000,-9.057491,53.266265,Galway,Galway City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Renew Beauty Spa at Castlerosse Park Resort,https://www.castlerosse.ie/spa-hotel-in-killarney.html,353647000000,-9.5393155,52.0664342,Kerry,Fossa,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Luxury Charter Lough Corrib,http://www.facebook.com/corribcharter,+353(0)91442921,-9.274893452,53.53110425,Mayo,Cong,Ireland,"Cruising,Sailing,Activity Operator,Boat,Tour"
The Playbarn,http://www.theplaybarn.com,+353(0)45882670,-6.618888,53.231279,Kildare,Johnstown,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
South Tipperary Arts Centre,http://www.southtippartscentre.ie/,+353(0)526127877,-7.698756,52.35305,Tipperary,Clonmel,Republic of Ireland,"Craft,Shopping,Learning"
Joe Moroney Coaches,http://www.joemoroney.com,+353(0)2761466,-6.120996,53.188002,Wicklow,Bray,Republic of Ireland,"Transport,Coach,Road"
Yoga Roots Ireland,https://www.facebook.com/yogaroots.ie,+353(0)871144470,-9.081262091,53.25911706,Galway,,Ireland,Activity Operator
The Huntsman Bar and Restaurant,https://www.facebook.com/pages/category/Pub/The-Huntsman-Bar-Restaurant-Belgooly-170030323009800,353215000000,-8.4836233,51.736409,Cork,Belgooly,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
